Date,Country,Confirmed Cases,Recovered,Deaths
2020/3/14,Ireland,20,0,0
2020/3/14,Estonia,51,0,0
2020/3/14,Egypt,13,11,0
2020/3/14,Jordan,0,1,0
2020/3/14,France,785,0,18
2020/3/14,Guatemala,1,0,0
2020/3/15,Hungary,11,0,0
2020/3/15,India,23,0,2
2020/3/15,Indonesia,21,0,1
2020/3/15,Iceland,28,0,0
2020/3/15,Germany,1749,0,2
2020/3/15,Guinea,1,0,0
2020/3/15,Ireland,39,0,1
2020/3/15,Japan,71,0,3
2020/3/15,Latvia,8,0,0
2020/3/15,France,839,24,12
2020/3/15,Luxembourg,52,0,1
2020/3/15,Lithuania,2,0,0
2020/3/15,Iran,1209,1061,210
2020/3/15,Lebanon,6,0,0
2020/3/15,Korea,76,324,3
2020/3/15,Kazakstan,2,0,0
2020/3/15,Jordan,6,0,0
2020/3/15,Kuwait,0,5,0
2020/3/15,Greece,38,0,2
2020/3/15,Austria,151,0,0
2020/3/15,Algeria,8,0,1
2020/3/15,Finland,69,0,0
2020/3/15,Australia,36,0,0
2020/3/15,Malta,12,0,0
2020/3/15,Belarus,15,1,0
2020/3/15,Israel,46,0,0
2020/3/15,Belgium,197,0,0
2020/3/15,Bahrain,3,25,0
2020/3/15,Azerbaijan,0,3,0
2020/3/15,Armenia,7,0,0
2020/3/15,Czech Republic,48,0,0
2020/3/15,Iraq,17,0,0
2020/3/15,Argentina,11,0,0
2020/3/15,Brazil,53,0,0
2020/3/15,Antigua and Barbuda,1,0,0
2020/3/15,Albania,5,0,1
2020/3/15,Afghanistan,6,0,0
2020/3/15,Malaysia,190,0,0
2020/3/15,Bosnia and Herzegovina,8,0,0
2020/3/15,Brunei,10,0,0
2020/3/15,Bulgaria,13,0,2
2020/3/15,Estonia,41,0,0
2020/3/15,Egypt,17,0,0
2020/3/15,Denmark,26,0,0
2020/3/15,Ivory Coast,3,0,0
2020/3/15,Democratic Republic of the Congo,1,0,0
2020/3/15,Italy,3610,527,175
2020/3/15,Georgia,5,0,0
2020/3/15,The Republic of Equatorial Guinea,1,0,0
2020/3/15,Uruguay,2,0,0
2020/3/15,China,33,1362,10
2020/3/15,Chile,18,0,0
2020/3/15,Canada,55,0,0
2020/3/15,United Kingdom,342,10,15
2020/3/15,Maldives,3,0,0
2020/3/15,The Islamic Republic of Mauritania,1,0,0
2020/3/15,Senegal,3,0,0
2020/3/15,Seychelles,2,0,0
2020/3/15,Singapore,12,23,0
2020/3/15,Slovenia,40,0,0
2020/3/15,Colombia,9,0,0
2020/3/15,Thailand,32,1,0
2020/3/15,SriLanka,3,0,0
2020/3/15,Swaziland,1,0,0
2020/3/15,Spain,2521,382,168
2020/3/15,Sweden,186,0,0
2020/3/15,Tunisia,5,0,0
2020/3/15,Turkey,1,0,0
2020/3/15,United Arab Emirates,1,3,0
2020/3/15,Switzerland,0,0,7
2020/3/15,USA,801,0,19
2020/3/15,Slovakia,12,0,0
2020/3/15,Venezuela,8,0,0
2020/3/15,Saudi Arabia,17,0,0
2020/3/15,South Africa,27,0,0
2020/3/15,Moldova,4,0,0
2020/3/15,Monaco,1,0,0
2020/3/15,Morocco,9,0,0
2020/3/15,New Zealand,2,0,0
2020/3/15,Philippines,42,0,5
2020/3/15,Norway,296,0,3
2020/3/15,Mexico,15,0,0
2020/3/15,Oman,1,0,0
2020/3/15,Netherlands,155,0,7
2020/3/15,Russia,12,0,0
2020/3/15,Romania,4,0,0
2020/3/15,Pakistan,5,0,0
2020/3/15,Panama,7,0,0
2020/3/15,Republic of Rwanda,1,0,0
2020/3/15,Portugal,53,0,0
2020/3/15,Poland,36,0,3
2020/3/15,Croatia,9,0,0
2020/3/15,Republic of Serbia,5,0,0
2020/3/16,Norway,31,0,0
2020/3/16,Oman,1,0,0
2020/3/16,Pakistan,19,0,0
2020/3/16,North Macedonia,5,0,0
2020/3/16,Qatar,63,0,0
2020/3/16,Peru,43,0,0
2020/3/16,Poland,21,13,0
2020/3/16,Portugal,133,0,0
2020/3/16,Puerto Rico,3,0,0
2020/3/16,Republic of Rwanda,4,0,0
2020/3/16,Panama,12,0,0
2020/3/16,Netherlands,176,0,8
2020/3/16,Korea,74,303,0
2020/3/16,Republic of Serbia,2,0,0
2020/3/16,Kuwait,12,0,0
2020/3/16,Latvia,4,0,0
2020/3/16,Lebanon,1,0,0
2020/3/16,Liechtenstein,3,0,0
2020/3/16,Malaysia,0,10,0
2020/3/16,Mexico,12,0,0
2020/3/16,Moldova,11,0,0
2020/3/16,United Arab Emirates,12,0,0
2020/3/16,Russia,4,0,0
2020/3/16,Switzerland,374,0,2
2020/3/16,Turkey,12,0,0
2020/3/16,Tunisia,2,0,0
2020/3/16,United Kingdom,403,0,14
2020/3/16,USA,815,0,6
2020/3/16,Uzbekistan,1,0,0
2020/3/16,Vietnam,4,0,0
2020/3/16,Lithuania,4,0,0
2020/3/16,Sweden,62,0,0
2020/3/16,San Marino,25,0,0
2020/3/16,Singapore,14,0,0
2020/3/16,Slovakia,17,0,0
2020/3/16,Slovenia,38,0,0
2020/3/16,Spain,1438,0,21
2020/3/16,SriLanka,8,0,0
2020/3/16,Reunion Island,3,0,0
2020/3/16,Romania,22,0,0
2020/3/16,Cayman Is,1,0,0
2020/3/16,Luxembourg,18,0,0
2020/3/16,Cambodia,2,0,0
2020/3/16,Bulgaria,8,0,0
2020/3/16,Cameroon,1,0,0
2020/3/16,Canada,90,0,0
2020/3/16,Central African Republic,1,0,0
2020/3/16,Chile,14,0,0
2020/3/16,China,37,892,14
2020/3/16,Colombia,23,0,0
2020/3/16,Costa Rica,13,0,0
2020/3/16,Czech Republic,109,0,0
2020/3/16,Brazil,49,0,0
2020/3/16,Bosnia and Herzegovina,3,0,0
2020/3/16,Kenya,2,0,0
2020/3/16,Albania,4,0,0
2020/3/16,Algeria,9,0,0
2020/3/16,Argentina,11,0,0
2020/3/16,Azerbaijan,4,0,0
2020/3/16,Australia,26,3,2
2020/3/16,Austria,205,0,0
2020/3/16,Bahamas,1,0,0
2020/3/16,Bangladesh,2,0,0
2020/3/16,Armenia,6,0,0
2020/3/16,Guyana,3,0,0
2020/3/16,Hungary,2,0,1
2020/3/16,Iceland,21,0,0
2020/3/16,Iran,1053,406,129
2020/3/16,Iraq,14,0,0
2020/3/16,Israel,13,0,0
2020/3/16,Italy,3668,369,368
2020/3/16,Japan,1,22,0
2020/3/16,Diamond Princess Cruise Ship,15,31,0
2020/3/16,Ireland,40,0,0
2020/3/16,Jordan,6,0,0
2020/3/16,Guatemala,1,0,0
2020/3/16,Denmark,37,0,3
2020/3/16,Estonia,62,0,0
2020/3/16,Ethiopia,3,0,0
2020/3/16,Finland,19,0,0
2020/3/16,Egypt,16,5,0
2020/3/16,France,923,0,36
2020/3/16,Georgia,3,0,0
2020/3/16,Germany,1805,0,4
2020/3/16,Ghana,4,0,0
2020/3/16,India,3,0,0
2020/3/16,Greece,103,0,0
2020/3/17,Oman,2,3,0
2020/3/17,Malta,3,0,0
2020/3/17,Pakistan,159,0,0
2020/3/17,Palestine,3,0,0
2020/3/17,Panama,14,0,0
2020/3/17,Paraguay,3,0,0
2020/3/17,Portugal,203,3,1
2020/3/17,Qatar,38,0,0
2020/3/17,Republic of Rwanda,2,0,0
2020/3/17,Republic of Serbia,17,0,0
2020/3/17,Reunion,9,0,0
2020/3/17,Norway,254,0,0
2020/3/17,Poland,80,0,0
2020/3/17,Slovenia,34,0,1
2020/3/17,Liberia,2,0,0
2020/3/17,Nigeria,1,0,0
2020/3/17,Romania,35,0,0
2020/3/17,Liechtenstein,3,0,0
2020/3/17,Lithuania,5,0,0
2020/3/17,Luxembourg,4,0,0
2020/3/17,Malaysia,245,7,2
2020/3/17,New Zealand,3,0,0
2020/3/17,Philippines,47,0,3
2020/3/17,Martinique,12,0,0
2020/3/17,Monaco,6,0,0
2020/3/17,Morocco,22,1,0
2020/3/17,Netherlands,570,0,4
2020/3/17,Mexico,29,0,0
2020/3/17,United Kingdom,407,0,21
2020/3/17,Trinidad and Tobago,1,0,0
2020/3/17,Turkey,29,0,0
2020/3/17,Tanzania,1,0,0
2020/3/17,Ukraine,4,0,2
2020/3/17,USA,961,38,24
2020/3/17,Uruguay,23,0,0
2020/3/17,Uzbekistan,9,0,0
2020/3/17,Venezuela,23,0,0
2020/3/17,Vietnam,9,0,0
2020/3/17,Latvia,4,0,0
2020/3/17,Thailand,63,6,0
2020/3/17,Singapore,40,0,0
2020/3/17,Russia,30,0,0
2020/3/17,San Marino,0,0,2
2020/3/17,Saudi Arabia,30,5,0
2020/3/17,Senegal,3,0,0
2020/3/17,Seychelles,2,0,0
2020/3/17,Switzerland,706,0,6
2020/3/17,Sweden,96,0,-1
2020/3/17,Spain,1987,457,182
2020/3/17,SriLanka,25,0,0
2020/3/17,St.Lucia,1,0,0
2020/3/17,Germany,1169,121,4
2020/3/17,Slovakia,11,0,0
2020/3/17,South Africa,11,0,0
2020/3/17,Lebanon,20,0,0
2020/3/17,Israel,91,3,0
2020/3/17,Cameroon,6,0,0
2020/3/17,Canada,93,0,3
2020/3/17,Cayman Is,0,0,1
2020/3/17,Chile,81,0,0
2020/3/17,China,36,890,13
2020/3/17,Colombia,12,0,0
2020/3/17,Croatia,11,0,0
2020/3/17,Cyprus,12,0,0
2020/3/17,Czech Republic,46,3,0
2020/3/17,Denmark,50,0,1
2020/3/17,Brazil,34,0,0
2020/3/17,Burkina Faso,13,0,0
2020/3/17,Bolivia,9,0,0
2020/3/17,Armenia,38,0,0
2020/3/17,Kuwait,18,7,0
2020/3/17,Afghanistan,6,0,0
2020/3/17,Argentina,9,0,0
2020/3/17,Algeria,6,0,1
2020/3/17,Andorra,13,0,0
2020/3/17,Costa Rica,6,0,0
2020/3/17,Austria,156,0,2
2020/3/17,Bahrain,23,21,1
2020/3/17,Bangladesh,3,0,0
2020/3/17,Belarus,9,0,0
2020/3/17,Korea,84,264,6
2020/3/17,Belgium,357,0,2
2020/3/17,Dominican Republic,20,0,1
2020/3/17,Australia,151,0,0
2020/3/17,Egypt,40,0,0
2020/3/17,Hungary,18,0,0
2020/3/17,Iceland,3,0,0
2020/3/17,India,27,0,1
2020/3/17,Indonesia,55,0,2
2020/3/17,Iran,1178,393,135
2020/3/17,Iraq,30,17,2
2020/3/17,Brunei,6,0,0
2020/3/17,Italy,4084,414,349
2020/3/17,Jamaica,9,0,0
2020/3/17,Japan,62,0,5
2020/3/17,Jordan,21,0,0
2020/3/17,Cambodia,5,0,0
2020/3/17,Ecuador,35,0,1
2020/3/17,Kenya,1,0,0
2020/3/17,Ivory Coast,2,1,0
2020/3/17,Ireland,54,0,0
2020/3/17,Kazakstan,24,0,0
2020/3/17,Estonia,34,0,0
2020/3/17,Faroe,9,0,0
2020/3/17,Finland,29,0,0
2020/3/17,France,1210,0,21
2020/3/17,French Polynesia,2,0,0
2020/3/17,French Guiana,2,0,0
2020/3/17,Greece,21,0,1
2020/3/17,Guatemala,0,0,1
2020/3/17,Azerbaijan,5,0,0
2020/3/17,Ethiopia,1,0,0
2020/3/18,Thailand,35,0,0
2020/3/18,Palestine,3,0,0
2020/3/18,New Zealand,9,0,0
2020/3/18,Pakistan,25,0,0
2020/3/18,North Macedonia,13,0,0
2020/3/18,Norway,121,0,0
2020/3/18,Oman,9,0,0
2020/3/18,Peru,46,0,0
2020/3/18,Philippines,15,0,0
2020/3/18,Poland,33,0,0
2020/3/18,Netherlands,0,0,19
2020/3/18,Panama,17,0,0
2020/3/18,Republic of Rwanda,1,0,0
2020/3/18,Kuwait,12,0,0
2020/3/18,Malaysia,117,11,0
2020/3/18,Latvia,15,0,0
2020/3/18,Republic of Serbia,18,0,0
2020/3/18,Korea,93,139,3
2020/3/18,Malta,9,0,0
2020/3/18,Martinique,1,0,0
2020/3/18,Mexico,11,0,0
2020/3/18,Moldova,7,0,0
2020/3/18,Mongolia,3,0,0
2020/3/18,Luxembourg,122,0,1
2020/3/18,Lithuania,5,0,0
2020/3/18,Spain,2538,53,107
2020/3/18,Trinidad and Tobago,3,0,0
2020/3/18,Turkey,51,0,1
2020/3/18,Slovakia,25,0,0
2020/3/18,Tanzania,2,0,0
2020/3/18,Sweden,72,1,1
2020/3/18,The Republic of Equatorial Guinea,2,0,0
2020/3/18,St.Lucia,1,0,0
2020/3/18,SriLanka,6,0,0
2020/3/18,Kenya,3,0,0
2020/3/18,South Africa,54,0,0
2020/3/18,Sudan,1,0,0
2020/3/18,Kazakstan,3,0,0
2020/3/18,Senegal,4,0,0
2020/3/18,United Arab Emirates,15,3,0
2020/3/18,Russia,54,2,0
2020/3/18,Saint Barthelemy,2,0,0
2020/3/18,San Marino,4,0,2
2020/3/18,Saudi Arabia,38,0,0
2020/3/18,Ukraine,7,0,0
2020/3/18,Romania,59,0,0
2020/3/18,Uzbekistan,5,0,0
2020/3/18,Uruguay,21,0,0
2020/3/18,USA,1759,26,18
2020/3/18,United Kingdom,676,34,4
2020/3/18,Singapore,47,0,0
2020/3/18,Vietnam,2,0,0
2020/3/18,Morocco,11,0,0
2020/3/18,Nigeria,5,1,0
2020/3/18,Brazil,57,0,1
2020/3/18,Bulgaria,30,0,0
2020/3/18,Burkina Faso,5,0,1
2020/3/18,Canada,159,6,4
2020/3/18,Benin,1,0,0
2020/3/18,Cambodia,23,0,0
2020/3/18,Costa Rica,9,0,0
2020/3/18,Croatia,12,0,0
2020/3/18,Cuba,1,0,0
2020/3/18,Cyprus,16,0,0
2020/3/18,Chile,45,0,0
2020/3/18,China,67,961,11
2020/3/18,Democratic Republic of the Congo,4,0,0
2020/3/18,Brunei,12,0,0
2020/3/18,Austria,316,0,0
2020/3/18,Jordan,15,0,0
2020/3/18,Belgium,243,0,9
2020/3/18,Albania,13,0,0
2020/3/18,Algeria,7,0,1
2020/3/18,Andorra,25,0,0
2020/3/18,Argentina,14,0,0
2020/3/18,Armenia,14,0,0
2020/3/18,Azerbaijan,6,0,0
2020/3/18,Bahrain,19,7,0
2020/3/18,Bangladesh,6,3,1
2020/3/18,Barbados,2,0,0
2020/3/18,Somali,1,0,0
2020/3/18,Australia,107,0,0
2020/3/18,Czech Republic,90,0,0
2020/3/18,Egypt,30,0,2
2020/3/18,Honduras,6,0,0
2020/3/18,Hungary,8,1,0
2020/3/18,Iceland,40,0,0
2020/3/18,India,14,11,0
2020/3/18,Indonesia,55,0,15
2020/3/18,Iraq,10,2,1
2020/3/18,Ireland,69,0,0
2020/3/18,Italy,2484,192,345
2020/3/18,Japan,39,0,2
2020/3/18,Iran,1192,321,147
2020/3/18,Denmark,63,0,0
2020/3/18,Israel,129,0,0
2020/3/18,Guam,3,0,0
2020/3/18,Faroe,36,0,0
2020/3/18,Ethiopia,1,0,0
2020/3/18,Finland,47,0,0
2020/3/18,Greece,35,0,1
2020/3/18,France,1097,566,27
2020/3/18,Ecuador,53,0,0
2020/3/18,Estonia,20,0,0
2020/3/18,Gambia,1,0,0
2020/3/18,Germany,3472,0,9
2020/3/18,Ghana,1,0,0
2020/3/18,Gibraltar,2,0,0
2020/3/18,Slovenia,22,0,0
2020/3/18,Gabon,2,0,0
2020/3/18,Georgia,2,0,0
2020/3/19,Moldova,6,1,1
2020/3/19,Sweden,88,0,2
2020/3/19,Switzerland,1169,0,20
2020/3/19,Singapore,32,12,0
2020/3/19,SriLanka,10,0,0
2020/3/19,Slovakia,8,0,1
2020/3/19,Tanzania,3,0,0
2020/3/19,Uruguay,29,0,0
2020/3/19,Latvia,22,0,0
2020/3/19,Spain,3431,0,169
2020/3/19,Kuwait,6,0,0
2020/3/19,Lebanon,29,0,0
2020/3/19,Lithuania,11,0,0
2020/3/19,The Republic of Equatorial Guinea,1,0,0
2020/3/19,Uzbekistan,8,0,0
2020/3/19,Vietnam,7,0,0
2020/3/19,United Kingdom,0,13,44
2020/3/19,United Arab Emirates,27,5,0
2020/3/19,Ukraine,2,0,0
2020/3/19,Turkey,93,0,1
2020/3/19,Tunisia,19,0,0
2020/3/19,Thailand,60,1,0
2020/3/19,Senegal,5,0,0
2020/3/19,Luxembourg,132,0,2
2020/3/19,Saudi Arabia,67,0,0
2020/3/19,Norway,110,0,3
2020/3/19,New Zealand,8,0,0
2020/3/19,Netherlands,755,0,15
2020/3/19,Morocco,9,0,0
2020/3/19,Nigeria,4,0,0
2020/3/19,Mauritius,3,0,0
2020/3/19,Malaysia,110,0,0
2020/3/19,USA,3839,32,45
2020/3/19,Mexico,25,0,1
2020/3/19,Korea,152,407,7
2020/3/19,North Macedonia,4,0,0
2020/3/19,Russia,52,3,1
2020/3/19,Republic of Serbia,6,0,0
2020/3/19,Republic of Rwanda,3,0,0
2020/3/19,Qatar,13,4,0
2020/3/19,Puerto Rico,2,0,0
2020/3/19,Portugal,194,0,0
2020/3/19,Poland,49,0,2
2020/3/19,Philippines,15,6,3
2020/3/19,Peru,28,0,0
2020/3/19,Panama,23,0,0
2020/3/19,Palestine,3,0,0
2020/3/19,Pakistan,64,1,2
2020/3/19,Oman,6,0,0
2020/3/19,San Marino,7,0,5
2020/3/19,Ghana,2,0,0
2020/3/19,Nicaragua,1,0,0
2020/3/19,Cameroon,3,0,0
2020/3/19,Canada,132,0,1
2020/3/19,Chile,37,0,0
2020/3/19,Brunei,5,0,0
2020/3/19,China,62,780,8
2020/3/19,Bulgaria,11,0,0
2020/3/19,Costa Rica,19,0,1
2020/3/19,Cuba,6,0,1
2020/3/19,Cyprus,9,0,0
2020/3/19,Czech Republic,138,0,0
2020/3/19,Democratic Republic of the Congo,7,0,0
2020/3/19,Denmark,80,0,0
2020/3/19,Colombia,45,0,0
2020/3/19,Croatia,0,4,0
2020/3/19,Brazil,223,0,3
2020/3/19,Burkina Faso,7,0,0
2020/3/19,Argentina,18,0,0
2020/3/19,Kazakstan,9,0,0
2020/3/19,Armenia,44,1,0
2020/3/19,Albania,4,0,0
2020/3/19,Andorra,14,0,0
2020/3/19,Australia,80,0,1
2020/3/19,Belgium,309,0,0
2020/3/19,Bahrain,13,12,0
2020/3/19,Bailiwick of Jersey,3,0,0
2020/3/19,Bangladesh,3,0,0
2020/3/19,Belarus,15,0,0
2020/3/19,Algeria,15,2,0
2020/3/19,Austria,314,3,1
2020/3/19,Germany,2667,0,2
2020/3/19,Egypt,14,2,2
2020/3/19,Honduras,1,0,0
2020/3/19,Hungary,15,0,0
2020/3/19,Iceland,30,0,0
2020/3/19,India,22,0,1
2020/3/19,Indonesia,82,7,0
2020/3/19,Iran,1046,269,149
2020/3/19,Japan,37,0,2
2020/3/19,Israel,96,0,0
2020/3/19,Italy,5672,1084,475
2020/3/19,Ivory Coast,3,0,0
2020/3/19,Jordan,8,0,0
2020/3/19,Jamaica,5,0,1
2020/3/19,Guatemala,4,0,0
2020/3/19,EI Salvador,1,0,0
2020/3/19,Malta,8,0,0
2020/3/19,Ireland,74,0,0
2020/3/19,Iraq,13,6,0
2020/3/19,Ecuador,44,0,0
2020/3/19,Fiji,1,0,0
2020/3/19,Finland,40,0,0
2020/3/19,France,1404,0,89
2020/3/19,Estonia,33,0,0
2020/3/19,Georgia,5,0,0
2020/3/19,Greece,31,14,0
2020/3/19,Djibouti,1,0,0
2020/3/20,Malaysia,130,27,1
2020/3/20,Malta,10,0,0
2020/3/20,Lithuania,8,0,0
2020/3/20,Liechtenstein,18,0,0
2020/3/20,Martinique,7,0,0
2020/3/20,Japan,13,0,1
2020/3/20,Lebanon,14,0,1
2020/3/20,Luxembourg,149,0,0
2020/3/20,Kuwait,11,0,0
2020/3/20,Korea,87,286,9
2020/3/20,Kazakstan,5,0,0
2020/3/20,Latvia,15,0,0
2020/3/20,Bahamas,2,0,0
2020/3/20,Hungary,12,0,0
2020/3/20,Iran,1237,766,149
2020/3/20,Indonesia,60,0,13
2020/3/20,India,50,1,1
2020/3/20,Iceland,80,0,0
2020/3/20,Mexico,46,0,0
2020/3/20,Panama,26,0,0
2020/3/20,Monaco,2,0,0
2020/3/20,Russia,54,0,0
2020/3/20,Romania,60,22,0
2020/3/20,Reunion,3,0,0
2020/3/20,Republic of Serbia,29,0,0
2020/3/20,Italy,3857,415,427
2020/3/20,Jordan,13,0,0
2020/3/20,Iraq,15,0,1
2020/3/20,Philippines,13,0,1
2020/3/20,Peru,89,0,1
2020/3/20,Paraguay,2,0,0
2020/3/20,Palestine,3,0,0
2020/3/20,Pakistan,147,0,0
2020/3/20,Oman,9,1,0
2020/3/20,Norway,196,0,1
2020/3/20,North Macedonia,32,0,0
2020/3/20,Poland,68,0,0
2020/3/20,Niger,1,0,0
2020/3/20,New Zealand,11,0,0
2020/3/20,Netherlands,534,0,48
2020/3/20,Morocco,8,1,1
2020/3/20,Ireland,191,0,0
2020/3/20,Mongolia,1,0,0
2020/3/20,Israel,176,9,0
2020/3/20,Bailiwick of Jersey,7,0,0
2020/3/20,Moldova,13,0,0
2020/3/20,Guinea,1,0,0
2020/3/20,Chile,104,0,0
2020/3/20,Central African Republic,2,0,0
2020/3/20,Canada,196,1,3
2020/3/20,Cameroon,8,0,0
2020/3/20,Bulgaria,15,0,0
2020/3/20,Brunei,5,1,0
2020/3/20,Brazil,107,0,3
2020/3/20,Bosnia and Herzegovina,40,0,0
2020/3/20,Bolivia,1,0,0
2020/3/20,Belgium,462,0,23
2020/3/20,Belarus,18,12,0
2020/3/20,Bangladesh,3,0,0
2020/3/20,Honduras,15,0,0
2020/3/20,Burkina Faso,6,0,0
2020/3/20,Bahrain,16,0,0
2020/3/20,Portugal,0,0,1
2020/3/20,Armenia,14,0,0
2020/3/20,Argentina,31,0,1
2020/3/20,Andorra,21,0,0
2020/3/20,Algeria,8,0,1
2020/3/20,Albania,0,0,1
2020/3/20,Afghanistan,2,0,0
2020/3/20,China,121,731,5
2020/3/20,Costa Rica,18,0,0
2020/3/20,Croatia,33,1,1
2020/3/20,Guam,2,0,0
2020/3/20,Greece,46,0,0
2020/3/20,Ghana,7,0,0
2020/3/20,Gibraltar,5,0,0
2020/3/20,Australia,241,0,1
2020/3/20,Colombia,26,0,0
2020/3/20,Faroe,11,0,0
2020/3/20,Czech Republic,202,0,0
2020/3/20,Gabon,1,0,1
2020/3/20,French Guiana,4,0,0
2020/3/20,France,1861,698,108
2020/3/20,Guyana,1,0,0
2020/3/20,Finland,41,0,0
2020/3/20,Egypt,46,0,0
2020/3/20,Ethiopia,3,0,0
2020/3/20,Estonia,9,0,0
2020/3/20,Ecuador,105,0,1
2020/3/20,Dominican Republic,13,0,0
2020/3/20,Georgia,3,1,0
2020/3/20,Germany,1460,0,16
2020/3/20,Spain,2833,507,235
2020/3/20,Denmark,169,0,2
2020/3/20,Ukraine,10,0,1
2020/3/20,Cuba,5,0,0
2020/3/20,Mauritius,4,0,0
2020/3/20,Senegal,2,0,0
2020/3/20,The Islamic Republic of Mauritania,1,0,0
2020/3/20,Togo,8,1,0
2020/3/20,Trinidad and Tobago,2,0,0
2020/3/20,Turkey,168,0,2
2020/3/20,Thailand,50,1,0
2020/3/20,USA,3991,15,55
2020/3/20,Uruguay,15,0,0
2020/3/20,Uzbekistan,10,0,0
2020/3/20,Venezuela,9,0,0
2020/3/20,Cyprus,9,0,0
2020/3/20,Vietnam,12,1,0
2020/3/20,United Kingdom,643,14,40
2020/3/20,The Republic of Equatorial Guinea,2,0,0
2020/3/20,Saudi Arabia,36,0,0
2020/3/20,Democratic Republic of the Congo,4,0,0
2020/3/20,Seychelles,2,0,0
2020/3/20,Switzerland,450,0,0
2020/3/20,Singapore,40,7,0
2020/3/20,Sint Maarten,2,0,0
2020/3/20,Slovakia,18,0,0
2020/3/20,South Africa,86,0,0
2020/3/20,Slovenia,11,0,0
2020/3/20,Sweden,144,0,1
2020/3/20,Suriname,1,0,0
2020/3/20,Austria,367,0,0
2020/3/20,SriLanka,11,0,0
2020/3/21,Pakistan,47,0,1
2020/3/21,Norway,181,0,0
2020/3/21,Palestine,1,0,0
2020/3/21,Qatar,18,6,0
2020/3/21,Poland,70,0,0
2020/3/21,Peru,29,0,3
2020/3/21,Portugal,143,0,1
2020/3/21,Puerto Rico,1,0,0
2020/3/21,Republic of Rwanda,6,0,0
2020/3/21,French Polynesia,8,0,0
2020/3/21,Paraguay,7,0,0
2020/3/21,Panama,65,0,0
2020/3/21,New Zealand,14,0,0
2020/3/21,Republic of Serbia,17,0,1
2020/3/21,Madagascar,3,0,0
2020/3/21,Malta,5,0,0
2020/3/21,Martinique,9,0,0
2020/3/21,Mauritius,5,0,0
2020/3/21,Mexico,39,0,1
2020/3/21,Moldova,17,0,0
2020/3/21,Monaco,1,0,0
2020/3/21,Mongolia,1,0,0
2020/3/21,Morocco,11,0,0
2020/3/21,Namibia,1,0,0
2020/3/21,Lithuania,22,0,0
2020/3/21,Reunion,3,0,0
2020/3/21,Sweden,200,0,0
2020/3/21,Romania,31,6,0
2020/3/21,Trinidad and Tobago,2,0,0
2020/3/21,Tunisia,15,0,0
2020/3/21,Turkey,311,0,5
2020/3/21,Ukraine,3,0,0
2020/3/21,Iceland,79,0,0
2020/3/21,United Arab Emirates,0,0,2
2020/3/21,USA,4851,0,36
2020/3/21,Uruguay,16,0,0
2020/3/21,Zimbabwe,1,0,0
2020/3/21,Switzerland,288,0,4
2020/3/21,Lebanon,14,0,0
2020/3/21,San Marino,17,0,0
2020/3/21,Saudi Arabia,70,2,0
2020/3/21,Senegal,9,3,0
2020/3/21,Slovenia,55,0,0
2020/3/21,Latvia,25,0,0
2020/3/21,Slovakia,14,0,0
2020/3/21,Estonia,16,0,0
2020/3/21,Kingdom of Bhutan,1,0,0
2020/3/21,Canada,164,0,0
2020/3/21,Cayman Is,2,0,0
2020/3/21,Chad,1,0,0
2020/3/21,Chile,92,0,0
2020/3/21,China,29,584,6
2020/3/21,Costa Rica,26,0,1
2020/3/21,Cuba,5,0,0
2020/3/21,Cyprus,8,0,0
2020/3/21,Czech Republic,59,1,0
2020/3/21,Denmark,29,0,3
2020/3/21,Brazil,283,0,4
2020/3/21,Burkina Faso,7,0,0
2020/3/21,United Kingdom,714,0,33
2020/3/21,Albania,11,0,0
2020/3/21,Algeria,0,0,1
2020/3/21,Argentina,30,0,0
2020/3/21,Australia,52,0,0
2020/3/21,Austria,375,0,1
2020/3/21,Benin,1,0,0
2020/3/21,Bolivia,3,0,0
2020/3/21,Greece,31,5,3
2020/3/21,Iraq,16,0,4
2020/3/21,Ireland,126,0,1
2020/3/21,Dominican Republic,0,0,1
2020/3/21,Israel,0,1,1
2020/3/21,Ivory Coast,5,0,0
2020/3/21,Jordan,16,0,0
2020/3/21,Cambodia,12,0,0
2020/3/21,Kazakstan,3,0,0
2020/3/21,Italy,5986,689,627
2020/3/21,Guatemala,3,0,0
2020/3/21,Egypt,29,11,2
2020/3/21,Faroe,14,0,0
2020/3/21,Finland,50,0,0
2020/3/21,France,1617,287,78
2020/3/21,Korea,147,379,2
2020/3/21,French Guiana,4,0,0
2020/3/21,Germany,4409,45,24
2020/3/21,Gibraltar,2,0,0
2020/3/21,Bulgaria,20,0,1
2020/3/21,Ecuador,107,0,2
2020/3/21,Guam,7,0,0
